ref	sent.word	text	word	norm	lemma	pos	analysis	gloss
13.01.026	078.04	οὐ	οὐ	οὐ	οὐ	adverb	-	not
13.01.027	078.05	ῥᾴδιον	ῥᾴδιον	ῥᾴδιον	ῥᾴδιος	adjective	ASM^SSN^ASZ^SSN^VSZC^SSNC	easy, ready, easy to make
13.01.028	078.06	τὴν	τὴν	τήν	ὁ	article	ASF	the
13.01.029	078.07	προαίρεσιν	προαίρεσιν	προαίρεσιν	προαίρεσις	noun	ASF	a choosing
13.01.030	078.08	τὴν	τὴν	τήν	ὁ	article	ASF	the
13.01.031	078.09	σεαυτοῦ	σεαυτοῦ	σεαυτοῦ	σαυτοῦ	pronoun	GSY^GSN^GSM	-
13.01.032	078.10	κατὰ	κατὰ	κατά	κατά	preposition	-	down, against with gen.; according to, throughout with acc.
13.01.033	078.11	φύσιν	φύσιν	φύσιν	φύσις	noun	ASF	the nature, natural qualities, powers, constitution, condition
13.01.034	078.12	ἔχουσαν	ἔχουσαν	ἔχουσαν	ἔχω	verb	PAP.AS-	to have
13.01.035	078.13	φυλάξαι	φυλάξαι	φυλάξαι	φυλάσσω	verb	AAN^AAO.3S	to keep watch and ward, keep guard
13.01.036	078.14	καὶ	καὶ	καί	καί	conjunction	-	and, also
13.01.037	078.15	τὰ	τὰ	τά	ὁ	article	APN^SPN^ADF^SDF	the
13.01.038	078.16	ἐκτός,	ἐκτός	ἐκτός	ἐκτός	adverb	-	outside
13.01.039	078.17	ἀλλὰ	ἀλλὰ	ἀλλά	ἀλλά	adverb	-	otherwise, but
13.01.040	078.18	τοῦ	τοῦ	τοῦ	ὁ	article	GSY	the
13.01.041	078.19	ἑτέρου	ἑτέρου	ἑτέρου	ἕτερος	adjective	GSY	the one; the other (of two)
13.01.042	078.20	ἐπιμελούμενον	ἐπιμελούμενον	ἐπιμελούμενον	ἐπιμελέομαι	verb	PMP.AS-^PMP.SS-	to take care of, have charge of, have the management of
13.01.043	078.21	τοῦ	τοῦ	τοῦ	ὁ	article	GSY	the
13.01.044	078.22	ἑτέρου	ἑτέρου	ἑτέρου	ἕτερος	adjective	GSY	the one; the other (of two)
13.01.045	078.23	ἀμελῆσαι	ἀμελῆσαι	ἀμελῆσαι	ἀμελέω	verb	AAN	to have no care for, be neglectful of
13.01.046	078.24	πᾶσα	πᾶσα	πᾶσα	πᾶς	adjective	NSF	all, the whole
13.01.047	078.25	ἀνάγκη.	ἀνάγκη	ἀνάγκη	ἀνάγκη	noun	NSF	force, constraint, necessity
14.01.001	079.01	ἐὰν	ἐὰν	ἐάν	ἐάν	conjunction	-	if
14.01.002	079.02	θέλῃς	θέλῃς	θέλῃς	ἐθέλω	verb	PAS.2S	to will, wish, purpose
14.01.003	079.03	τὰ	τὰ	τά	ὁ	article	APN^SPN^ADF^SDF	the
14.01.004	079.04	τέκνα	τέκνα	τέκνα	τέκνον	noun	SPN	a child
14.01.005	079.05	σου	σου	σου	σύ	pronoun	GS-2	you (personal pronoun)
14.01.006	079.06	καὶ	καὶ	καί	καί	conjunction	-	and, also
14.01.007	079.07	τὴν	τὴν	τήν	ὁ	article	ASF	the
14.01.008	079.08	γυναῖκα	γυναῖκα	γυναῖκα	γυνή	noun	ASF	a woman
14.01.009	079.09	καὶ	καὶ	καί	καί	conjunction	-	and, also
14.01.010	079.10	τοὺς	τοὺς	τούς	ὁ	article	APM	the
14.01.011	079.11	φίλους	φίλους	φίλους	φῖλος	noun	GSN	[> φιλία friendship]
14.01.012	079.12	σου	σου	σου	σύ	pronoun	GS-2	you (personal pronoun)
14.01.013	079.13	πάντοτε	πάντοτε	πάντοτε	πάντοτε	adverb	-	at all times, always
14.01.014	079.14	ζῆν,	ζῆν	ζῆν	ζάω	verb	PAN	to live
14.01.015	079.15	ἠλίθιος	ἠλίθιος	ἠλίθιος	ἠλίθιος	adjective	NSM	idle, vain, random
14.01.016	079.16	εἶ:	εἶ	εἶ	εἶμι	verb	PAI.2S	come, go
14.01.017	080.01	τὰ	τὰ	τά	ὁ	article	APN^SPN^ADF^SDF	the
14.01.018	080.02	γὰρ	γὰρ	γάρ	γάρ	particle	-	for
14.01.019	080.03	μὴ	μὴ	μή	μή	conjunction	-	not
14.01.020	080.04	ἐπὶ	ἐπὶ	ἐπί	ἐπί	preposition	-	on, upon with gen., dat., and acc.
14.01.021	080.05	σοὶ	σοὶ	σοί	σύ	pronoun	DS-2^DS-2	you (personal pronoun)
14.01.022	080.06	θέλεις	θέλεις	θέλεις	ἐθέλω	verb	PAI.2S	to will, wish, purpose
14.01.023	080.07	ἐπὶ	ἐπὶ	ἐπί	ἐπί	preposition	-	on, upon with gen., dat., and acc.
14.01.024	080.08	σοὶ	σοὶ	σοί	σύ	pronoun	DS-2^DS-2	you (personal pronoun)
14.01.025	080.09	εἶναι	εἶναι	εἶναι	εἰμί	verb	PAN	to be
14.01.026	080.10	καὶ	καὶ	καί	καί	conjunction	-	and, also
14.01.027	080.11	τὰ	τὰ	τά	ὁ	article	APN^SPN^ADF^SDF	the
14.01.028	080.12	ἀλλότρια	ἀλλότρια	ἀλλότρια	ἀλλότριος	adjective	SPN	of/belonging to another
14.01.029	080.13	σὰ	σὰ	σά	σός	adjective	SPN^SDF^NSF	your
14.01.030	080.14	εἶναι.	εἶναι	εἶναι	εἰμί	verb	PAN	to be
14.01.031	081.01	οὕτω	οὕτω	οὕτω(ς)	οὕτως	adverb	-	so, in this manner
14.01.032	081.02	κἂν	κἂν	κἄν	κἀν	conjunction	-	crasis of καὶ ἐν
14.01.033	081.03	τὸν	τὸν	τόν	ὁ	article	ASM	the
14.01.034	081.04	παῖδα	παῖδα	παῖδα	παῖς	adjective	ASZ	a child
14.01.035	081.05	θέλῃς	θέλῃς	θέλῃς	ἐθέλω	verb	PAS.2S	to will, wish, purpose
14.01.036	081.06	μὴ	μὴ	μή	μή	conjunction	-	not
14.01.037	081.07	ἁμαρτάνειν,	ἁμαρτάνειν	ἁμαρτάνειν	ἁμαρτάνω	verb	PAN	to miss, miss the mark
14.01.038	081.08	μωρὸς	μωρὸς	μωρός	μωρός	adjective	NSM	dull, sluggish, stupid
14.01.039	081.09	εἶ:	εἶ	εἶ	εἶμι	verb	PAI.2S	come, go
14.01.040	082.01	θέλεις	θέλεις	θέλεις	ἐθέλω	verb	PAI.2S	to will, wish, purpose
14.01.041	082.02	γὰρ	γὰρ	γάρ	γάρ	particle	-	for
14.01.042	082.03	τὴν	τὴν	τήν	ὁ	article	ASF	the
14.01.043	082.04	κακίαν	κακίαν	κακίαν	κακία	noun	ASF	badness
14.01.044	082.05	μὴ	μὴ	μή	μή	conjunction	-	not
14.01.045	082.06	εἶναι	εἶναι	εἶναι	εἰμί	verb	PAN	to be
14.01.046	082.07	κακίαν,	κακίαν	κακίαν	κακία	noun	ASF	badness
14.01.047	082.08	ἀλλ’	ἀλλ’	ἀλλά	ἀλλά	adverb	-	otherwise, but
14.01.048	082.09	ἄλλο	ἄλλο	ἄλλο	ἄλλος	adjective	SSN	other, another
14.01.049	082.10	τι.	τι	τι	τις	pronoun	SSN	any one, any thing, some one, some thing;
14.01.050	083.01	ἐὰν	ἐὰν	ἐάν	ἐάν	conjunction	-	if
14.01.051	083.02	δὲ	δὲ	δέ	δέ	particle	-	but
14.01.052	083.03	θέλῃς	θέλῃς	θέλῃς	ἐθέλω	verb	PAS.2S	to will, wish, purpose
14.01.053	083.04	ὀρεγόμενος	ὀρεγόμενος	ὀρεγόμενος	ὀρέγω	verb	PMP.NS-	to reach, stretch, stretch out
14.01.054	083.05	μὴ	μὴ	μή	μή	conjunction	-	not
14.01.055	083.06	ἀποτυγχάνειν,	ἀποτυγχάνειν	ἀποτυγχάνειν	ἀποτυγχάνω	verb	PAN	to fail in hitting
14.01.056	083.07	τοῦτο	τοῦτο	τοῦτο	οὗτος	pronoun	SSN	this; that
14.01.057	083.08	δύνασαι.	δύνασαι	δύνασαι	δύναμαι	verb	PMI.2S	to be able, capable, strong enough
14.01.058	084.01	τοῦτο	τοῦτο	τοῦτο	οὗτος	pronoun	SSN	this; that
14.01.059	084.02	οὖν	οὖν	οὖν	οὖν	particle	-	so, then, therefore
14.01.060	084.03	ἄσκει,	ἄσκει	ἄσκει	ἀσκέω	verb	IAI.3S^PAD.2S^IAI.3S	(prose) exercise, train (poetry) to work curiously, form by art, fashion,  revere
14.01.061	084.04	ὃ	ὃ	ὁ@	ὅς	pronoun	SSN	who, that, which: relative pronoun
14.01.062	084.05	δύνασαι.	δύνασαι	δύνασαι	δύναμαι	verb	PMI.2S	to be able, capable, strong enough
14.02.001	085.01	κύριος	κύριος	κύριος	κῦρος	noun	GSN	supreme power, authority
14.02.002	085.02	ἑκάστου	ἑκάστου	ἑκάστου	ἕκαστος	adjective	GSY	every, every one, each, each one
14.02.003	085.03	ἐστὶν	ἐστὶν	ἐστί(ν)	εἰμί	verb	PAI.3S	to be
14.02.004	085.04	ὁ	ὁ	ὁ	ὁ	article	NSM	the
14.02.005	085.05	τῶν	τῶν	τῶν	ὁ	article	GPF^GPY	the
14.02.006	085.06	ὑπ’	ὑπ’	ὑπό	ὑπό	preposition	-	from under, by, c. gen. under, c. dat., towards c. acc.
14.02.007	085.07	ἐκείνου	ἐκείνου	ἐκείνου	ἐκεῖνος	pronoun	GSN^GSM	that over there, that
14.02.008	085.08	θελομένων	θελομένων	θελομένων	ἐθέλω	verb	PMP.GP-^PMP.GP-	to will, wish, purpose
14.02.009	085.09	ἢ	ἢ	ἤ	ἠέ	conjunction	-	ah!
14.02.010	085.10	μὴ	μὴ	μή	μή	conjunction	-	not
14.02.011	085.11	θελομένων	θελομένων	θελομένων	ἐθέλω	verb	PMP.GP-^PMP.GP-	to will, wish, purpose
14.02.012	085.12	ἔχων	ἔχων	ἔχων	ἔχω	verb	PAP.NS-	to have
14.02.013	085.13	τὴν	τὴν	τήν	ὁ	article	ASF	the
14.02.014	085.14	ἐξουσίαν	ἐξουσίαν	ἐξουσίαν	ἐξουσία	noun	ASF	power
14.02.015	085.15	εἰς	εἰς	εἰς	εἰς	preposition	-	into, to c. acc.
14.02.016	085.16	τὸ	τὸ	τό	ὁ	article	SSN	the
14.02.017	085.17	περιποιῆσαι	περιποιῆσαι	περιποιῆσαι	περιποιέω	verb	AAN^AAN	to make to remain over and above, to keep safe, preserve
14.02.018	085.18	ἢ	ἢ	ἤ	ἠέ	conjunction	-	ah!
14.02.019	085.19	ἀφελέσθαι.	ἀφελέσθαι	ἀφελέσθαι	ἀφαιρέω	verb	AMN	to take from, take away from
14.02.020	086.01	ὅστις	ὅστις	ὅστις	ὅστις	pronoun	NSM	indef. relative or indirect interrogative
14.02.021	086.02	οὖν	οὖν	οὖν	οὖν	particle	-	so, then, therefore
14.02.022	086.03	ἐλεύθερος	ἐλεύθερος	ἐλεύθερος	ἐλεύθερος	adjective	NSM^NSZ	free
14.02.023	086.04	εἶναι	εἶναι	εἶναι	εἰμί	verb	PAN	to be
14.02.024	086.05	βούλεται,	βούλεται	βούλεται	βούλομαι	verb	PMI.3S	to will, wish, be willing
14.02.025	086.06	μήτε	μήτε	μήτε	μήτε	particle	-	neither / nor
14.02.026	086.07	θελέτω	θελέτω	θελέτω	ἐθέλω	verb	PAD.3S	to will, wish, purpose
14.02.027	086.08	τι	τι	τι	τις	pronoun	SSN	any one, any thing, some one, some thing;
14.02.028	086.09	μήτε	μήτε	μήτε	μήτε	particle	-	neither / nor
14.02.029	086.10	φευγέτω	φευγέτω	φευγέτω	φεύγω	verb	PAD.3S	to flee, take flight, run away
14.02.030	086.11	τι	τι	τι	τις	pronoun	SSN	any one, any thing, some one, some thing;
14.02.031	086.12	τῶν	τῶν	τῶν	ὁ	article	GPF^GPY	the
14.02.032	086.13	ἐπ’	ἐπ’	ἐπί	ἐπί	preposition	-	on, upon with gen., dat., and acc.
14.02.033	086.14	ἄλλοις:	ἄλλοις	ἄλλοις	ἄλλος	adjective	DPN^DPM	other, another
14.02.034	087.01	εἰ	εἰ	εἰ	εἰ	conjunction	-	conj. if, whether; part. w/wishes, adv. w/imperatives
14.02.035	087.02	δὲ	δὲ	δέ	δέ	particle	-	but
14.02.036	087.03	μή,	μή	μή	μή	conjunction	-	not
14.02.037	087.04	δουλεύειν	δουλεύειν	δουλεύειν	δουλεύω	verb	PAN	to be a slave
14.02.038	087.05	ἀνάγκη.	ἀνάγκη	ἀνάγκη	ἀνάγκη	noun	NSF	force, constraint, necessity
15.01.001	088.01	μέμνησο,	μέμνησο	μέμνησο	μιμνήσκω	verb	XMD.2S^YMI.2S	to remind
15.01.002	088.02	ὅτι	ὅτι	ὅτι	ὅστις	pronoun	SSN	indef. relative or indirect interrogative
15.01.003	088.03	ὡς	ὡς	ὡς	ὡς	conjunction	-	as, how
15.01.004	088.04	ἐν	ἐν	ἐν	ἐν	preposition	-	in, among. c. dat.
15.01.005	088.05	συμποσίῳ	συμποσίῳ	συμποσίῳ	συμπόσιον	noun	DSN	a drinking-party, symposium
15.01.006	088.06	σε	σε	σε	σύ	pronoun	AS-2	you (personal pronoun)
15.01.007	088.07	δεῖ	δεῖ	δεῖ	δέομαι	verb	PMI.2S	lack
15.01.008	088.08	ἀναστρέφεσθαι.	ἀναστρέφεσθαι	ἀναστρέφεσθαι	ἀναστρέφω	verb	PMN	to turn upside down, upset
15.01.009	089.01	περιφερόμενον	περιφερόμενον	περιφερόμενον	περιφέρω	verb	PMP.AS-^PMP.SS-	to carry round
15.01.010	089.02	γέγονέ	γέγονέ	γέγονέ	γίγνομαι	verb	XAD.2S^XAI.3S	become, be born
15.01.011	089.03	τι	τι	τι	τις	pronoun	SSN	any one, any thing, some one, some thing;
15.01.012	089.04	κατὰ	κατὰ	κατά	κατά	preposition	-	down, against with gen.; according to, throughout with acc.
15.01.013	089.05	σέ:	σέ	σέ	σύ	pronoun	AS-2^AS-2	you (personal pronoun)
15.01.014	090.01	ἐκτείνας	ἐκτείνας	ἐκτείνας	ἐκτείνω	verb	AAP.NS-	to stretch out
15.01.015	090.02	τὴν	τὴν	τήν	ὁ	article	ASF	the
15.01.016	090.03	χεῖρα	χεῖρα	χεῖρα	χείρ	noun	ASF	the hand
15.01.017	090.04	κοσμίως	κοσμίως	κοσμίως	κόσμιος	adjective	---^APM^---^APZ	well-ordered, regular, moderate
15.01.018	090.05	μετάλαβε.	μετάλαβε	μετάλαβε	μεταλαμβάνω	verb	AAD.2S^AAI.3S	to have or get a share of
15.01.019	091.01	παρέρχεται:	παρέρχεται	παρέρχεται	παρέρχομαι	verb	PMI.3S	to go by, beside
15.01.020	092.01	μὴ	μὴ	μή	μή	conjunction	-	not
15.01.021	092.02	κάτεχε.	κάτεχε	κάτεχε	κατέχω	verb	PAD.2S^IAI.3S	to hold fast
15.01.022	093.01	οὔπω	οὔπω	οὔπω	οὔπω	adverb	-	not yet
15.01.023	093.02	ἥκει:	ἥκει	ἥκει	ἥκω	verb	PMI.2S^PAI.3S	to have come, be present, be here
15.01.024	094.01	μὴ	μὴ	μή	μή	conjunction	-	not
15.01.025	094.02	ἐπίβαλλε	ἐπίβαλλε	ἐπίβαλλε	ἐπιβάλλω	verb	PAD.2S^IAI.3S	to throw
15.01.026	094.03	πόρρω	πόρρω	πόρρω	πρόσω	adverb	-	forwards, onwards, further; far off (from)
15.01.027	094.04	τὴν	τὴν	τήν	ὁ	article	ASF	the
15.01.028	094.05	ὄρεξιν,	ὄρεξιν	ὄρεξιν	ὄρεξις	noun	ASF	desire, appetite
15.01.029	094.06	ἀλλὰ	ἀλλὰ	ἀλλά	ἀλλά	adverb	-	otherwise, but
15.01.030	094.07	περίμενε,	περίμενε	περίμενε	περιμένω	verb	PAD.2S^IAI.3S	to wait for, await
15.01.031	094.08	μέχρις	μέχρις	μέχρι(ς)	μέχρι	preposition	-	until (prep. and conj. w. aor.), as long as (conj. w. pres.)
15.01.032	094.09	ἂν	ἂν	ἄν	ἄν	particle	-	modal particle
15.01.033	094.10	γένηται	γένηται	γένηται	γίγνομαι	verb	AMS.3S	become, be born
15.01.034	094.11	κατὰ	κατὰ	κατά	κατά	preposition	-	down, against with gen.; according to, throughout with acc.
15.01.035	094.12	σέ.	σέ	σέ	σύ	pronoun	AS-2^AS-2	you (personal pronoun)
15.01.036	095.01	οὕτω	οὕτω	οὕτω(ς)	οὕτως	adverb	-	so, in this manner
15.01.037	095.02	πρὸς	πρὸς	πρός	πρός	preposition	-	(w. gen.) from; (w. dat.) at, near, in addition to; (w. acc.) to, toward, regarding
15.01.038	095.03	τέκνα,	τέκνα	τέκνα	τέκνον	noun	SPN	a child
15.01.039	095.04	οὕτω	οὕτω	οὕτω(ς)	οὕτως	adverb	-	so, in this manner
15.01.040	095.05	πρὸς	πρὸς	πρός	πρός	preposition	-	(w. gen.) from; (w. dat.) at, near, in addition to; (w. acc.) to, toward, regarding
15.01.041	095.06	γυναῖκα,	γυναῖκα	γυναῖκα	γυνή	noun	ASF	a woman
15.01.042	095.07	οὕτω	οὕτω	οὕτω(ς)	οὕτως	adverb	-	so, in this manner
15.01.043	095.08	πρὸς	πρὸς	πρός	πρός	preposition	-	(w. gen.) from; (w. dat.) at, near, in addition to; (w. acc.) to, toward, regarding
15.01.044	095.09	ἀρχάς,	ἀρχάς	ἀρχάς	ἀρχή	noun	APF	a beginning, rule, office, empire
15.01.045	095.10	οὕτω	οὕτω	οὕτω(ς)	οὕτως	adverb	-	so, in this manner
15.01.046	095.11	πρὸς	πρὸς	πρός	πρός	preposition	-	(w. gen.) from; (w. dat.) at, near, in addition to; (w. acc.) to, toward, regarding
15.01.047	095.12	πλοῦτον:	πλοῦτον	πλοῦτον	πλοῦτος	noun	ASM	wealth, riches
15.01.048	096.01	καὶ	καὶ	καί	καί	conjunction	-	and, also
15.01.049	096.02	ἔσῃ	ἔσῃ	ἔσῃ	εἰμί	verb	FMI.2S	to be
15.01.050	096.03	ποτὲ	ποτὲ	ποτέ	ποτός	adjective	VSM	drunk, fit for drinking
15.01.051	096.04	ἄξιος	ἄξιος	ἄξιος	ἄξιος	adjective	NSM	worthy
15.01.052	096.05	τῶν	τῶν	τῶν	ὁ	article	GPF^GPY	the
15.01.053	096.06	θεῶν	θεῶν	θεῶν	θέα	noun	GPF	a seeing, looking at, view
15.01.054	096.07	συμπότης.	συμπότης	συμπότης	συμπότης	adjective	NSM	a fellow-drinker, boon-companion
15.01.055	097.01	ἂν	ἂν	ἄν	ἄν	particle	-	modal particle
15.01.056	097.02	δὲ	δὲ	δέ	δέ	particle	-	but
15.01.057	097.03	καὶ	καὶ	καί	καί	conjunction	-	and, also
15.01.058	097.04	παρατεθέντων	παρατεθέντων	παρατεθέντων	παρατίθημι	verb	APP.GP-	to place beside
15.01.059	097.05	σοι	σοι	σοι	σύ	pronoun	DS-2	you (personal pronoun)
15.01.060	097.06	μὴ	μὴ	μή	μή	conjunction	-	not
15.01.061	097.07	λάβῃς,	λάβῃς	λάβῃς	λαμβάνω	verb	AAS.2S	to take, seize, receive
15.01.062	097.08	ἀλλ’	ἀλλ’	ἀλλά	ἀλλά	adverb	-	otherwise, but
15.01.063	097.09	ὑπερίδῃς,	ὑπερίδῃς	ὑπερίδῃς	ὑπερεῖδον	verb	AAS.2S	-
15.01.064	097.10	τότε	τότε	τότε	τότε	adverb	-	at that time, then
15.01.065	097.11	οὐ	οὐ	οὐ	οὐ	adverb	-	not
15.01.066	097.12	μόνον	μόνον	μόνον	μόνος	adjective	ASM^SSN	alone, left alone, forsaken solitary
15.01.067	097.13	συμπότης	συμπότης	συμπότης	συμπότης	adjective	NSM	a fellow-drinker, boon-companion
15.01.068	097.14	τῶν	τῶν	τῶν	ὁ	article	GPF^GPY	the
15.01.069	097.15	θεῶν	θεῶν	θεῶν	θέα	noun	GPF	a seeing, looking at, view
15.01.070	097.16	ἔσῃ,	ἔσῃ	ἔσῃ	εἰμί	verb	FMI.2S	to be
15.01.071	097.17	ἀλλὰ	ἀλλὰ	ἀλλά	ἀλλά	adverb	-	otherwise, but
15.01.072	097.18	καὶ	καὶ	καί	καί	conjunction	-	and, also
15.01.073	097.19	συνάρχων.	συνάρχων	συνάρχων	συνάρχω	verb	PAP.NS-	to rule jointly with
15.01.074	098.01	οὕτω	οὕτω	οὕτω(ς)	οὕτως	adverb	-	so, in this manner
15.01.075	098.02	γὰρ	γὰρ	γάρ	γάρ	particle	-	for
15.01.076	098.03	ποιῶν	ποιῶν	ποιῶν	ποιέω	verb	PAP.NS-	to make, to do
15.01.077	098.04	Διογένης	Διογένης	Διογένης	Διογένης	proper	APM^NPM^NSM^NSM	Diogenes
15.01.078	098.05	καὶ	καὶ	καί	καί	conjunction	-	and, also
15.01.079	098.06	Ἡράκλειτος	Ἡράκλειτος	Ἡράκλειτος	Ἡράκλειτος	proper	NSM	Heraclitus
15.01.080	098.07	καὶ	καὶ	καί	καί	conjunction	-	and, also
15.01.081	098.08	οἱ	οἱ	οἱ	ὁ	article	NPM	the
15.01.082	098.09	ὅμοιοι	ὅμοιοι	ὅμοιοι	ὅμοιος	adjective	NPM	like, resembling
15.01.083	098.10	ἀξίως	ἀξίως	ἀξίως	ἄξιος	adjective	---^APM	worthy
15.01.084	098.11	θεῖοί	θεῖοί	θεῖοί	θεῖος	adjective	NPM	of/from the gods, divine
15.01.085	098.12	τε	τε	τε	τε	particle	-	and
15.01.086	098.13	ἦσαν	ἦσαν	ἦσαν	εἰμί	verb	IAI.3P	to be
15.01.087	098.14	καὶ	καὶ	καί	καί	conjunction	-	and, also
15.01.088	098.15	ἐλέγοντο.	ἐλέγοντο	ἐλέγοντο	λέγω	verb	IMI.3P	to say, tell, speak; epic and arch.: pick, gather
16.01.001	099.01	ὅταν	ὅταν	ὅταν	ὅταν	conjunction	-	when, whenever
16.01.002	099.02	κλαίοντα	κλαίοντα	κλαίοντα	κλαίω	verb	PAP.SP-^PAP.AS-	to weep, lament, wail
16.01.003	099.03	ἴδῃς	ἴδῃς	ἴδῃς	εἶδον	verb	AAS.2S	to see
16.01.004	099.04	τινὰ	τινὰ	τινά	τις	pronoun	ASZ^SPN	any one, any thing, some one, some thing;
16.01.005	099.05	ἐν	ἐν	ἐν	ἐν	preposition	-	in, among. c. dat.
16.01.006	099.06	πένθει	πένθει	πένθει	πένθος	noun	SDN^DSN^DSN	grief, sadness, sorrow
16.01.007	099.07	ἢ	ἢ	ἤ	ἠέ	conjunction	-	ah!
16.01.008	099.08	ἀποδημοῦντος	ἀποδημοῦντος	ἀποδημοῦντος	ἀποδημέω	verb	PAP.GS-^PAP.GS-	to be away from home, be abroad
16.01.009	099.09	τέκνου	τέκνου	τέκνου	τέκνον	noun	GSN	a child
16.01.010	099.10	ἢ	ἢ	ἤ	ἠέ	conjunction	-	ah!
16.01.011	099.11	ἀπολωλεκότα	ἀπολωλεκότα	ἀπολωλεκότα	ἀπόλλυμι	verb	XAP.SP-^XAP.AS-	to destroy, kill; to lose
16.01.012	099.12	τὰ	τὰ	τά	ὁ	article	APN^SPN^ADF^SDF	the
16.01.013	099.13	ἑαυτοῦ,	ἑαυτοῦ	ἑαυτοῦ	ἑαυτοῦ	pronoun	GSN^GSM	himself, herself, themselves
16.01.014	099.14	πρόσεχε	πρόσεχε	πρόσεχε	προσέχω	verb	PAD.2S^IAI.3S	to hold to, offer
16.01.015	099.15	μή	μή	μή	μή	conjunction	-	not
16.01.016	099.16	σε	σε	σε	σύ	pronoun	AS-2	you (personal pronoun)
16.01.017	099.17	ἡ	ἡ	ἡ	ὁ	article	NSF	the
16.01.018	099.18	φαντασία	φαντασία	φαντασία	φαντασία	noun	SDF^NSF	imagination, the power by which an object is presented
16.01.019	099.19	συναρπάσῃ	συναρπάσῃ	συναρπάσῃ	συναρπάζω	verb	AMS.2S^AAS.3S^FMI.2S^AMS.2S^AAS.3S^FMI.2S	to seize and carry clean away
16.01.020	099.20	ὡς	ὡς	ὡς	ὡς	conjunction	-	as, how
16.01.021	099.21	ἐν	ἐν	ἐν	ἐν	preposition	-	in, among. c. dat.
16.01.022	099.22	κακοῖς	κακοῖς	κακοῖς	κακός	adjective	DPY	bad
16.01.023	099.23	ὄντος	ὄντος	ὄντος	εἰμί	verb	PAP.GS-	to be
16.01.024	099.24	αὐτοῦ	αὐτοῦ	αὐτοῦ	αὐτός	pronoun	GSN^GSM	unemph. 3rd pers.pronoun; -self; [the] same
16.01.025	099.25	τοῖς	τοῖς	τοῖς	ὁ	article	DPY	the
16.01.026	099.26	ἐκτός,	ἐκτός	ἐκτός	ἐκτός	adverb	-	outside
16.01.027	099.27	ἀλλ’	ἀλλ’	ἀλλά	ἀλλά	adverb	-	otherwise, but
16.01.028	099.28	εὐθὺς	εὐθὺς	εὐθύς	εὐθύς	adverb	-	straight, direct
16.01.029	099.29	ἔστω	ἔστω	ἔστω	εἰμί	verb	PAD.3S	to be
16.01.030	099.30	πρόχειρον	πρόχειρον	πρόχειρον	πρόχειρος	adjective	ASZ^SSN	at hand, ready
16.01.031	099.31	ὅτι	ὅτι	ὅτι	ὅστις	pronoun	SSN	indef. relative or indirect interrogative
16.01.032	099.32	«τοῦτον	τοῦτον	τοῦτον	οὗτος	pronoun	ASM	this; that
16.01.033	099.33	θλίβει	θλίβει	θλίβει	θλίβω	verb	PMI.2S^PAI.3S	to press, squeeze, pinch
16.01.034	099.34	οὐ	οὐ	οὐ	οὐ	adverb	-	not
16.01.035	099.35	τὸ	τὸ	τό	ὁ	article	SSN	the
16.01.036	099.36	συμβεβηκός	συμβεβηκός	συμβεβηκός	συμβαίνω	verb	XAP.SS-	meet, agree, happen
16.01.037	099.37	(ἄλλον	ἄλλον	ἄλλον	ἄλλος	adjective	ASM	other, another
16.01.038	099.38	γὰρ	γὰρ	γάρ	γάρ	particle	-	for
16.01.039	099.39	οὐ	οὐ	οὐ	οὐ	adverb	-	not
16.01.040	099.40	θλίβει),	θλίβει	θλίβει	θλίβω	verb	PMI.2S^PAI.3S	to press, squeeze, pinch
16.01.041	099.41	ἀλλὰ	ἀλλὰ	ἀλλά	ἀλλά	adverb	-	otherwise, but
16.01.042	099.42	τὸ	τὸ	τό	ὁ	article	SSN	the
16.01.043	099.43	δόγμα	δόγμα	δόγμα	δόγμα	noun	SSN	that which seems to one, an opinion, dogma
16.01.044	099.44	τὸ	τὸ	τό	ὁ	article	SSN	the
16.01.045	099.45	περὶ	περὶ	περί	περί	preposition	-	around, round about with gen., dat., and acc.
16.01.046	099.46	τούτου.»	τούτου	τούτου	οὗτος	pronoun	GSY	this; that
16.01.047	100.01	μέχρι	μέχρι	μέχρι(ς)	μέχρι	preposition	-	until (prep. and conj. w. aor.), as long as (conj. w. pres.)
16.01.048	100.02	μέντοι	μέντοι	μέντοι	μέντοι	particle	-	however, nevertheless; of course (answers)
16.01.049	100.03	λόγου	λόγου	λόγου	λόγος	noun	GSM	the word
16.01.050	100.04	μὴ	μὴ	μή	μή	conjunction	-	not
16.01.051	100.05	ὄκνει	ὄκνει	ὄκνει	ὀκνέω	verb	PAD.2S^IAI.3S	to shrink
16.01.052	100.06	συμπεριφέρεσθαι	συμπεριφέρεσθαι	συμπεριφέρεσθαι	συμπεριφέρω	verb	PMN	to carry round along with
16.01.053	100.07	αὐτῷ,	αὐτῷ	αὐτῷ	αὐτός	pronoun	DSN^DSM	unemph. 3rd pers.pronoun; -self; [the] same
16.01.054	100.08	κἂν	κἂν	κἄν	κἀν	conjunction	-	crasis of καὶ ἐν
16.01.055	100.09	οὕτω	οὕτω	οὕτω(ς)	οὕτως	adverb	-	so, in this manner
16.01.056	100.10	τύχῃ,	τύχῃ	τύχῃ	τυγχάνω	verb	AMS.2S^AAS.3S	(with gen.) to hit the mark, to get; (with pple) to happen to, to actually
16.01.057	100.11	καὶ	καὶ	καί	καί	conjunction	-	and, also
